,model_name,dataset,atk_name,atk_param,eps,nb_epoch,top1acc,top5acc,UER,label_dist0,label_dist1,label_dist2,label_dist3,label_dist4,label_dist5,label_dist6,label_dist7,label_dist8,label_dist9,tgt_success
59,resnet20_Q2,svhn,sgd-tgt,8,12,10,0.3351644130301168,0.7986324523663184,0.6648355869698832,0.01824677320221266,0.021166256914566688,0.06165488629379225,0.07002919483712354,0.02477719729563614,0.050898893669330064,0.05450983405039951,0.020397971727105103,0.6509680393362016,0.027350952673632453,0.6509680393362016
60,resnet20_Q2,svhn,sgd-tgt,9,2,10,0.9453749231714812,0.9941994468346651,0.054625076828518686,0.06614935464044253,0.19111094038106946,0.16345267363245236,0.11024892440073757,0.09530577750460972,0.09184849416103258,0.07483097725875845,0.07851874615857406,0.061462814996926865,0.06707129686539644,0.06707129686539644
61,resnet20_Q2,svhn,sgd-tgt,9,4,10,0.8767670559311617,0.9886293792255684,0.12323294406883832,0.06668715427166565,0.1600338045482483,0.1642977873386601,0.10690688383527966,0.09300092194222497,0.0871619545175169,0.06995236631837737,0.07494622003687769,0.05977258758451137,0.117240319606638,0.117240319606638
62,resnet20_Q2,svhn,sgd-tgt,9,6,10,0.7177704363859865,0.9592040565457898,0.2822295636140135,0.05281960663798402,0.09853257529194837,0.14436078672403194,0.10026121696373694,0.07398586355255071,0.08539489858635525,0.05777504609711125,0.06161647203441916,0.05331899200983405,0.2719345421020283,0.2719345421020283
63,resnet20_Q2,svhn,sgd-tgt,9,8,10,0.5503995082974801,0.8872925629993854,0.4496004917025199,0.04824830977258759,0.044176398279041185,0.11558850645359554,0.07294867854947756,0.06887676705593118,0.06753226797787339,0.05335740626920713,0.04406115550092194,0.04179471419791026,0.4434157959434542,0.4434157959434542
64,resnet20_Q2,svhn,sgd-tgt,9,10,10,0.4180623847572219,0.8317839582052858,0.5819376152427781,0.032229563614013516,0.027120467117393972,0.10172095881991396,0.05531653349723417,0.045482483097725866,0.04990012292563,0.03476490473263676,0.034111862323294405,0.03403503380454825,0.585318070067609,0.585318070067609
65,resnet20_Q2,svhn,sgd-tgt,9,12,10,0.33370467117393976,0.7787722802704364,0.6662953288260602,0.0226259987707437,0.0194760295021512,0.07848033189920098,0.03948985863552551,0.03845267363245237,0.040911186232329436,0.025929625076828517,0.026697910264290102,0.025622311001843884,0.6823140749846343,0.6823140749846343
0,resnet20_Q3,svhn,sgd-uap,-1,2,10,0.9403426551936078,0.9934695759065764,0.059657344806392176,0.06434388444990781,0.19226336816226186,0.16110940381069452,0.11224646588813768,0.10029963122311003,0.09257836508912108,0.07705900430239705,0.07655961893054702,0.06280731407498462,0.06073294406883836,
1,resnet20_Q3,svhn,sgd-uap,-1,4,10,0.8504532882606023,0.9811770129071912,0.1495467117393977,0.05570067609096497,0.14516748617086664,0.14136447449293174,0.13176090964966194,0.13049323909035035,0.11474339274738785,0.08762292562999385,0.07002919483712354,0.06073294406883836,0.06238475722188076,
2,resnet20_Q3,svhn,sgd-uap,-1,6,10,0.6861555009219422,0.957782728948986,0.3138444990780578,0.04782575291948371,0.08228334357713582,0.1320298094652735,0.09722649047326368,0.08835279655808237,0.08405039950829749,0.060079901659496,0.055854333128457286,0.0560079901659496,0.2962891825445605,
3,resnet20_Q3,svhn,sgd-uap,-1,8,10,0.5394514443761524,0.8891364474492932,0.4605485556238476,0.027888752304855564,0.040834357713583284,0.08904425322679779,0.15488629379225569,0.15238936693300553,0.3316687154271666,0.06265365703749233,0.0376459741856177,0.043292870313460366,0.059695759065765214,
4,resnet20_Q3,svhn,sgd-uap,-1,10,10,0.4542102028272895,0.8510295021511985,0.5457897971727106,0.020359557467732024,0.028157652120467117,0.07590657652120468,0.1579978488014751,0.21304548248309774,0.32413952059004303,0.08935156730178243,0.02316379840196681,0.0398740012292563,0.0280039950829748,
5,resnet20_Q3,svhn,sgd-uap,-1,12,10,0.347380147510756,0.8003995082974801,0.652619852489244,0.01233097725875845,0.0226259987707437,0.05531653349723417,0.2056699446834665,0.037108174554394587,0.5535110633066994,0.03745390288875231,0.020129071911493542,0.026851567301782425,0.029002765826674864,
0,resnet20_Q4,svhn,sgd-uap,-1,2,10,0.9406499692685923,0.9940073755377996,0.05935003073140754,0.06680239704978487,0.19625845113706208,0.15872771972956362,0.11117086662569144,0.09787953288260602,0.0921558082360172,0.07890288875230486,0.0767901044867855,0.059734173325138286,0.0615780577750461,
1,resnet20_Q4,svhn,sgd-uap,-1,4,10,0.8603641671788568,0.9850184388444992,0.13963583282114322,0.064920098340504,0.15980331899200986,0.1441303011677935,0.10602335586969884,0.0936539643515673,0.09530577750460972,0.14389981561155502,0.07133527965580824,0.06150122925629994,0.05942685925015366,
2,resnet20_Q4,svhn,sgd-uap,-1,6,10,0.7186539643515673,0.9619314689612783,0.28134603564843275,0.044714197910264285,0.10191303011677937,0.12265673017824215,0.25345728334357714,0.07790411800860479,0.16644898586355256,0.06726336816226182,0.06261524277811924,0.05124462200368777,0.05178242163491088,
3,resnet20_Q4,svhn,sgd-uap,-1,8,10,0.5713352796558082,0.9069606637984019,0.4286647203441918,0.044214812538414264,0.06849262446220036,0.09219422249539028,0.0912338660110633,0.06515058389674247,0.10510141364474493,0.39824062692071294,0.041180086047941,0.05504763368162262,0.039144130301167784,
4,resnet20_Q4,svhn,sgd-uap,-1,10,10,0.4234787953288261,0.8558696988322065,0.576521204671174,0.018362015980331898,0.0322679778733866,0.07782728948985862,0.11762446220036878,0.05078365089121082,0.5427166564228642,0.05911954517516903,0.03315150583896743,0.031422864167178856,0.0367240319606638,
5,resnet20_Q4,svhn,sgd-uap,-1,12,10,0.4265519360786724,0.8021281499692686,0.5734480639213275,0.02258758451137062,0.024738783036263062,0.07187307928703135,0.10006914566687154,0.05992624462200369,0.3926705593116165,0.0999539028887523,0.026659496004917026,0.04817148125384143,0.15334972341733252,
